longitude;latitude;ADG443_NN;CHL_NN;CHL_OC4ME;IWV;KD490_M07;PAR;T865;TSM_NN;aphy_443;bbp_443
9.6912400000;58.1357130000;0.14634;1.33655;1.24305;9.60000;0.11251;1457.08667;0.04409;1.21230;0.05168;0.00612
9.6912400000;58.1357130000;0.14634;1.33655;1.24305;9.60000;0.11251;1457.08667;0.04409;1.21230;0.05170;0.00612
9.6912400000;58.1357130000;0.14634;1.33655;1.24305;9.90000;0.11251;1450.39368;0.04409;1.21230;0.05172;0.00612
9.7014200000;58.1350490000;0.13985;1.38590;1.43708;9.90000;0.12207;1457.08667;0.04409;1.31779;0.05245;0.00576
9.7014200000;58.1350490000;0.13985;1.38590;1.43708;9.60000;0.12207;1457.08667;0.04409;1.31779;0.05245;0.00575
9.7115880000;58.1343850000;0.20098;1.60223;1.49014;9.60000;0.12207;1450.39368;0.03780;1.49349;0.05076;0.00572
9.7110040000;58.1318200000;0.19207;1.66139;1.43708;9.60000;0.11880;1457.08667;0.03780;1.55711;0.04880;0.00580
9.7211630000;58.1311560000;0.19207;1.60223;1.33655;9.60000;0.11561;1470.47241;0.04409;1.49349;0.05401;0.00647
9.7211630000;58.1311560000;0.19207;1.60223;1.33655;9.60000;0.11561;1470.47241;0.04409;1.49349;0.05403;0.00647
9.7313110000;58.1304920000;0.20098;1.66139;1.38590;9.60000;0.11880;1457.08667;0.03150;1.55711;0.05066;0.00602
9.7313110000;58.1304920000;0.20098;1.66139;1.38590;9.30000;0.11880;1477.16541;0.03150;1.55711;0.05068;0.00603
9.7313110000;58.1304920000;0.20098;1.66139;1.38590;8.70000;0.11880;1490.55115;0.03150;1.55711;0.05070;0.00603
9.7414500000;58.1298270000;0.14634;1.49014;1.33655;9.00000;0.11880;1517.32288;0.03150;1.49349;0.04778;0.00589
9.7414500000;58.1298270000;0.14634;1.49014;1.33655;9.00000;0.11880;1517.32288;0.03150;1.49349;0.04781;0.00589
9.7509960000;58.1265970000;0.20098;1.78636;1.43708;9.00000;0.12207;1510.62988;0.03780;1.69261;0.05621;0.00671
9.7509960000;58.1265970000;0.20098;1.78636;1.43708;9.00000;0.12207;1510.62988;0.03780;1.69261;0.05622;0.00671
9.7611160000;58.1259320000;0.20098;1.78636;1.49014;9.00000;0.12207;1497.24414;0.03780;1.55711;0.05547;0.00637
9.7611160000;58.1259320000;0.20098;1.78636;1.49014;9.00000;0.12207;1497.24414;0.03780;1.55711;0.05550;0.00637
9.7712310000;58.1252670000;0.21030;1.66139;1.43708;9.00000;0.11880;1503.93701;0.03780;1.49349;0.05230;0.00611
9.7712310000;58.1252670000;0.21030;1.66139;1.43708;9.60000;0.11880;1483.85828;0.03780;1.49349;0.05232;0.00611
9.7712310000;58.1252670000;0.21030;1.66139;1.38590;9.90000;0.11880;1463.77954;0.03780;1.49349;0.05233;0.00612
9.7813310000;58.1246020000;0.20098;1.78636;1.33655;9.90000;0.11561;1450.39368;0.03780;1.69261;0.05210;0.00658
9.7807420000;58.1220370000;0.20098;1.66139;1.60223;9.00000;0.12544;1490.55115;0.03780;1.55711;0.05516;0.00612
9.7908390000;58.1213710000;0.16765;1.49014;1.43708;9.00000;0.12207;1503.93701;0.03780;1.49349;0.05092;0.00654
9.7908390000;58.1213710000;0.16765;1.49014;1.43708;9.00000;0.12207;1510.62988;0.03780;1.49349;0.05093;0.00654
9.8009180000;58.1207050000;0.19207;1.66139;1.54517;8.70000;0.12544;1510.62988;0.03780;1.69261;0.05613;0.00643
9.8009180000;58.1207050000;0.19207;1.66139;1.54517;8.40000;0.12544;1510.62988;0.04409;1.69261;0.05614;0.00643
9.8109940000;58.1200390000;0.17543;1.54517;1.54517;8.40000;0.12544;1510.62988;0.03780;1.55711;0.05718;0.00637
9.8109940000;58.1200390000;0.16765;1.54517;1.54517;8.70000;0.12544;1510.62988;0.03780;1.55711;0.05718;0.00637
9.8109940000;58.1200390000;0.16765;1.54517;1.54517;9.30000;0.12544;1497.24414;0.03780;1.55711;0.05718;0.00637
9.8204650000;58.1168050000;0.21030;1.85232;1.49014;9.60000;0.12207;1470.47241;0.04409;1.62345;0.06069;0.00653
9.8204650000;58.1168050000;0.21030;1.85232;1.49014;9.60000;0.12207;1457.08667;0.04409;1.62345;0.06069;0.00653
9.8305240000;58.1161390000;0.15312;1.49014;1.38590;10.20000;0.11880;1450.39368;0.03150;1.49349;0.05892;0.00684
9.8305240000;58.1161390000;0.15312;1.49014;1.38590;9.90000;0.11880;1463.77954;0.03150;1.49349;0.05888;0.00684
9.8405690000;58.1154720000;0.15312;1.49014;1.33655;9.30000;0.11561;1497.24414;0.03780;1.37393;0.05261;0.00552
9.8405690000;58.1154720000;0.15312;1.49014;1.33655;9.30000;0.11561;1503.93701;0.03780;1.37393;0.05261;0.00552
9.8506100000;58.1148040000;0.17543;1.49014;1.11492;9.30000;0.10655;1497.24414;0.03780;1.21230;0.05219;0.00570
9.8506100000;58.1148040000;0.17543;1.49014;1.11492;9.00000;0.10655;1510.62988;0.03780;1.21230;0.05219;0.00570
9.8600410000;58.1115730000;0.17543;1.78636;1.28895;8.70000;0.11251;1517.32288;0.03150;1.37393;0.04613;0.00474
9.8600410000;58.1115730000;0.17543;1.78636;1.28895;8.40000;0.11251;1517.32288;0.03150;1.37393;0.04613;0.00474
9.8700630000;58.1109050000;0.12773;1.24305;1.03693;8.40000;0.10369;1503.93701;0.04409;1.02597;0.03895;0.00415
9.8700630000;58.1109050000;0.12773;1.24305;1.03693;8.70000;0.10369;1503.93701;0.04409;1.02597;0.03895;0.00415
9.8700630000;58.1109050000;0.12773;1.24305;1.03693;9.00000;0.10369;1503.93701;0.04409;1.02597;0.03895;0.00415
9.8800710000;58.1102370000;0.17543;1.54517;1.15609;9.00000;0.10655;1530.70874;0.03780;1.16276;0.04393;0.00473
9.8800710000;58.1102370000;0.17543;1.54517;1.15609;9.30000;0.10655;1524.01575;0.03780;1.16276;0.04393;0.00473
9.8894760000;58.1070040000;0.12207;1.38590;1.15609;9.30000;0.10949;1517.32288;0.03780;1.31779;0.04419;0.00422
9.8894760000;58.1070040000;0.11666;1.38590;1.15609;9.30000;0.10655;1517.32288;0.03780;1.31779;0.04416;0.00422
9.8994690000;58.1063360000;0.13985;1.49014;1.03693;9.30000;0.10091;1524.01575;0.03780;1.26394;0.04075;0.00425
9.8994690000;58.1063360000;0.13985;1.49014;1.00000;9.30000;0.10091;1517.32288;0.03780;1.26394;0.04074;0.00425
9.9094510000;58.1056680000;0.15312;1.54517;1.49014;9.30000;0.12207;1483.85828;0.04409;1.26394;0.06639;0.00482
9.9094510000;58.1056680000;0.15312;1.54517;1.49014;9.00000;0.12207;1497.24414;0.04409;1.26394;0.06639;0.00482
9.9194270000;58.1049990000;0.20098;2.14145;1.85232;9.00000;0.13610;1503.93701;0.03780;1.21230;0.02657;0.00473
9.9194270000;58.1049990000;0.20098;2.14145;1.85232;8.40000;0.13610;1503.93701;0.03780;1.21230;0.02686;0.00473
9.9188270000;58.1024340000;0.16022;1.72274;1.60223;7.50000;0.13245;1517.32288;0.03150;1.43246;0.03328;0.00460
9.9287910000;58.1017650000;0.17543;2.38755;1.49014;7.50000;0.13610;1517.32288;0.03150;1.26394;0.05885;0.00431
9.9287910000;58.1017650000;0.17543;2.38755;1.49014;7.50000;0.13610;1517.32288;0.03150;1.26394;0.05881;0.00432
9.9387460000;58.1010960000;0.20098;2.06519;1.72274;8.10000;0.13245;1497.24414;0.03780;1.11525;0.02425;0.00470
9.9387460000;58.1010960000;0.20098;2.06519;1.72274;8.70000;0.13245;1497.24414;0.03780;1.11525;0.02436;0.00471
9.9486930000;58.1004270000;0.18356;2.22053;1.60223;9.00000;0.13610;1517.32288;0.03780;1.49349;0.06350;0.00456
9.9486930000;58.1004270000;0.18356;2.14145;1.60223;9.30000;0.13610;1497.24414;0.03780;1.49349;0.06345;0.00456
9.9586310000;58.0997580000;0.17543;1.99165;1.43708;9.60000;0.11880;1477.16541;0.03780;1.31779;0.05747;0.00467
9.9580280000;58.0971930000;0.22005;2.47572;1.60223;9.00000;0.13245;1503.93701;0.04409;1.43246;0.06434;0.00466
9.9679560000;58.0965230000;0.18356;2.38755;1.78636;8.70000;0.13985;1503.93701;0.04409;1.31779;0.02173;0.00484
9.9679560000;58.0965230000;0.18356;2.38755;1.78636;8.70000;0.13985;1503.93701;0.04409;1.31779;0.02194;0.00485
9.9679560000;58.0965230000;0.18356;2.38755;1.78636;8.70000;0.13985;1503.93701;0.04409;1.31779;0.02215;0.00485
9.9778780000;58.0958530000;0.19207;2.22053;1.66139;9.00000;0.12890;1510.62988;0.03780;1.49349;0.07064;0.00570
9.9778780000;58.0958530000;0.19207;2.22053;1.66139;9.30000;0.12890;1490.55115;0.03780;1.49349;0.07063;0.00570
9.9877860000;58.0951830000;0.18356;2.47572;1.54517;9.30000;0.12544;1497.24414;0.03780;1.43246;0.05800;0.00500
9.9877860000;58.0951830000;0.18356;2.47572;1.54517;9.60000;0.12544;1483.85828;0.03780;1.43246;0.05798;0.00500
9.9970830000;58.0919480000;0.20098;2.38755;1.66139;9.30000;0.13985;1470.47241;0.03150;1.37393;0.06580;0.00446
9.9970830000;58.0919480000;0.20098;2.38755;1.66139;9.00000;0.13985;1490.55115;0.03150;1.37393;0.06560;0.00446
10.0069760000;58.0912770000;0.21030;2.14145;1.78636;9.30000;0.13985;1503.93701;0.03780;1.55711;0.06871;0.00528
10.0069760000;58.0912770000;0.21030;2.14145;1.78636;9.60000;0.13985;1483.85828;0.03780;1.55711;0.06869;0.00528
10.0168590000;58.0906070000;0.21030;2.14145;1.49014;9.90000;0.12207;1443.70081;0.03150;1.43246;0.05632;0.00480
10.0168590000;58.0906070000;0.21030;2.14145;1.49014;10.20000;0.12207;1423.62207;0.03150;1.43246;0.05633;0.00480
10.0168590000;58.0906070000;0.21030;2.06519;1.49014;10.50000;0.12207;1403.54333;0.03150;1.43246;0.05634;0.00481
10.0267350000;58.0899360000;0.20098;2.14145;1.66139;10.20000;0.13245;1423.62207;0.03780;1.49349;0.06592;0.00492
10.0261270000;58.0873710000;0.19207;2.06519;1.38590;9.00000;0.11880;1524.01575;0.03150;1.55711;0.05270;0.00511
10.0359930000;58.0867000000;0.19207;1.92072;1.43708;9.00000;0.12207;1503.93701;0.04409;1.37393;0.06365;0.00538
10.0359930000;58.0867000000;0.19207;1.92072;1.43708;9.00000;0.12207;1497.24414;0.04409;1.37393;0.06366;0.00538
10.0458490000;58.0860290000;0.20098;1.78636;1.33655;9.30000;0.11561;1483.85828;0.03780;1.21230;0.05229;0.00477
10.0458490000;58.0860290000;0.20098;1.78636;1.33655;9.60000;0.11561;1470.47241;0.03780;1.21230;0.05227;0.00477
10.0556950000;58.0853570000;0.21030;2.22053;1.54517;9.00000;0.12544;1510.62988;0.04409;1.55711;0.05841;0.00561
10.0556950000;58.0853570000;0.21030;2.22053;1.54517;8.40000;0.12544;1510.62988;0.04409;1.55711;0.05839;0.00562
10.0655340000;58.0846860000;0.16765;1.66139;1.60223;8.10000;0.12544;1497.24414;0.03780;1.55711;0.06553;0.00569
10.0649240000;58.0821210000;0.19207;1.78636;1.33655;8.40000;0.11561;1497.24414;0.03150;1.37393;0.04794;0.00476
10.0649240000;58.0821210000;0.19207;1.78636;1.33655;8.10000;0.11561;1497.24414;0.03150;1.37393;0.04793;0.00476
10.0747530000;58.0814490000;0.22005;2.14145;1.49014;8.10000;0.12207;1497.24414;0.03780;1.62345;0.05714;0.00550
10.0747530000;58.0814490000;0.22005;2.14145;1.49014;8.10000;0.12207;1497.24414;0.03780;1.62345;0.05712;0.00550
10.0845720000;58.0807770000;0.24093;2.30253;1.49014;7.80000;0.12207;1517.32288;0.03780;1.69261;0.06151;0.00635
10.0845720000;58.0807770000;0.24093;2.30253;1.49014;7.80000;0.12207;1517.32288;0.03780;1.69261;0.06151;0.00635
10.0943850000;58.0801050000;0.20098;1.92072;1.66139;8.10000;0.12890;1510.62988;0.04409;1.62345;0.06513;0.00637
10.0943850000;58.0801050000;0.20098;1.92072;1.66139;8.70000;0.12890;1510.62988;0.04409;1.62345;0.06512;0.00637
10.1035760000;58.0768670000;0.23025;2.14145;1.66139;9.30000;0.13245;1483.85828;0.03780;1.76472;0.06010;0.00610
10.1035760000;58.0768670000;0.23025;2.14145;1.66139;9.30000;0.13245;1470.47241;0.03780;1.76472;0.06008;0.00610
10.1133690000;58.0761950000;0.16765;1.43708;1.72274;9.90000;0.13245;1450.39368;0.03780;1.43246;0.05957;0.00665
10.1133690000;58.0761950000;0.16765;1.43708;1.72274;9.60000;0.13245;1463.77954;0.03780;1.43246;0.05959;0.00665
10.1231550000;58.0755220000;0.16022;1.54517;1.54517;9.60000;0.12544;1457.08667;0.03780;1.55711;0.06024;0.00683
10.1231550000;58.0755220000;0.16022;1.54517;1.54517;10.50000;0.12544;1416.92920;0.03780;1.55711;0.06024;0.00683
10.1329330000;58.0748490000;0.21030;1.72274;1.66139;11.10000;0.12890;1376.77173;0.03780;1.55711;0.05637;0.00671
10.1329330000;58.0748490000;0.21030;1.72274;1.66139;10.50000;0.12890;1403.54333;0.03780;1.55711;0.05638;0.00671
10.1323180000;58.0722840000;0.20098;1.72274;1.38590;9.90000;0.11880;1463.77954;0.04409;1.69261;0.05560;0.00700
10.1420870000;58.0716110000;0.23025;1.92072;1.66139;9.60000;0.13245;1457.08667;0.03150;1.76472;0.05856;0.00694
10.1420870000;58.0716110000;0.23025;1.92072;1.66139;9.60000;0.13245;1463.77954;0.03150;1.76472;0.05857;0.00695
10.1518460000;58.0709370000;0.24093;1.99165;1.78636;9.30000;0.13985;1477.16541;0.03780;1.83990;0.06826;0.00742
10.1512290000;58.0683730000;0.18356;1.60223;1.78636;9.60000;0.13245;1463.77954;0.03780;1.62345;0.06794;0.00781
10.1506120000;58.0658080000;0.23025;1.92072;1.72274;9.60000;0.13610;1470.47241;0.04409;1.91828;0.06120;0.00719
10.1499950000;58.0632430000;0.20098;1.72274;1.60223;9.60000;0.12544;1457.08667;0.03780;1.69261;0.06156;0.00764
10.1493780000;58.0606780000;0.19207;1.60223;1.78636;9.90000;0.13245;1443.70081;0.03780;1.62345;0.06604;0.00744
10.1487620000;58.0581130000;0.24093;1.92072;1.66139;9.90000;0.12890;1463.77954;0.04409;1.76472;0.05775;0.00742
10.1578910000;58.0548740000;0.18356;1.49014;2.06519;9.90000;0.14767;1450.39368;0.04409;1.55711;0.07370;0.00811
10.1572730000;58.0523090000;0.22005;1.85232;1.72274;10.20000;0.13985;1423.62207;0.03780;1.83990;0.04676;0.00695
10.1566560000;58.0497440000;0.23025;2.14145;1.66139;10.50000;0.13610;1403.54333;0.03780;2.00000;0.05910;0.00669
10.1560390000;58.0471790000;0.18356;1.49014;1.78636;9.90000;0.13610;1463.77954;0.03780;1.49349;0.04224;0.00734
10.1554220000;58.0446140000;0.18356;1.66139;1.92072;9.60000;0.14767;1470.47241;0.04409;1.55711;0.06934;0.00678
10.1548040000;58.0420490000;0.18356;1.60223;1.92072;9.60000;0.14371;1490.55115;0.03780;1.49349;0.07389;0.00733
10.1541870000;58.0394840000;0.16022;1.49014;1.85232;9.30000;0.13610;1503.93701;0.04409;1.43246;0.05169;0.00656
10.1535700000;58.0369170000;0.16022;1.60223;2.14145;9.00000;0.15174;1503.93701;0.04409;1.55711;0.04693;0.00679
10.1626850000;58.0336780000;0.16765;1.66139;1.85232;9.60000;0.13610;1483.85828;0.03780;1.62345;0.07207;0.00748
