longitude;latitude;ADG443_NN;CHL_OC4ME;KD490_M07;PAR;TSM_NN;aphy_443;bbp_443
10.8746820000;57.5819570000;0.17543;2.38755;0.16464;1416.92920;1.26394;Invalid pos.;Invalid pos.
10.8740100000;57.5793910000;0.21030;2.66193;0.16464;1477.16541;1.16276;Invalid pos.;Invalid pos.
10.8733370000;57.5768260000;0.21030;1.78636;0.15174;1477.16541;1.16276;0.03667;0.00403
10.8726640000;57.5742600000;0.23025;1.99165;0.15174;1457.08667;1.11525;Invalid pos.;Invalid pos.
10.8719910000;57.5716940000;0.18356;1.60223;0.13610;1490.55115;0.90528;Invalid pos.;Invalid pos.
10.8713180000;57.5691260000;0.14634;1.66139;0.13610;1530.70874;1.43246;0.02718;0.00434
10.8706450000;57.5665600000;0.19207;2.22053;0.14767;1483.85828;0.98405;0.04061;0.00414
10.8699710000;57.5639940000;0.20098;2.14145;0.14767;1463.77954;0.98405;0.03561;0.00469
10.8692980000;57.5614280000;0.20098;2.14145;0.14767;1483.85828;1.26394;0.02884;0.00541
10.8686250000;57.5588630000;0.22005;2.22053;0.16918;1443.70081;1.02597;Invalid pos.;Invalid pos.
10.8679510000;57.5562970000;0.18356;1.66139;0.13610;1443.70081;1.21230;0.03097;0.00436
10.8672780000;57.5537310000;0.21030;1.85232;0.15174;1477.16541;1.11525;0.02860;0.00458
10.8666050000;57.5511650000;0.22005;1.85232;0.16464;1497.24414;1.21230;0.02821;0.00487
10.8659320000;57.5486000000;0.19207;1.72274;0.12890;1490.55115;1.06968;0.03526;0.00417
10.8652590000;57.5460340000;0.19207;2.38755;0.16464;1490.55115;1.16276;0.04389;0.00396
10.8645860000;57.5434680000;0.16022;2.22053;0.16022;1483.85828;1.26394;0.04324;0.00412
10.8639130000;57.5409020000;0.18356;1.99165;0.14371;1457.08667;0.94384;Invalid pos.;Invalid pos.
10.8632400000;57.5383360000;0.20098;1.66139;0.13610;1477.16541;0.90528;0.03428;0.00396
10.8625670000;57.5357710000;0.18356;1.54517;0.13985;1430.31494;0.94384;Invalid pos.;Invalid pos.
10.8618940000;57.5332050000;0.19207;1.72274;0.14767;1410.23621;0.94384;Invalid pos.;Invalid pos.
10.8612210000;57.5306390000;0.18356;1.54517;0.12544;1477.16541;0.98405;0.05664;0.00461
10.8605480000;57.5280730000;0.19207;1.60223;0.12890;1437.00793;0.90528;0.02058;0.00492
10.8598760000;57.5255080000;0.19207;1.99165;0.13985;1410.23621;0.86829;Invalid pos.;Invalid pos.
10.8592030000;57.5229420000;0.19207;1.78636;0.14767;1437.00793;0.90528;Invalid pos.;Invalid pos.
10.8585310000;57.5203760000;0.20098;1.54517;0.13985;1450.39368;0.94384;0.02803;0.00366
10.8578580000;57.5178100000;0.18356;1.38590;0.12544;1423.62207;0.90528;0.05201;0.00383
10.8571850000;57.5152440000;0.19207;1.92072;0.14767;1416.92920;0.90528;0.03770;0.00379
10.8565130000;57.5126790000;0.17543;1.60223;0.13245;1463.77954;0.79878;Invalid pos.;Invalid pos.
10.8558400000;57.5101100000;0.16022;1.38590;0.12544;1437.00793;0.98405;0.02869;0.00346
10.8551680000;57.5075450000;0.18356;1.92072;0.15174;1416.92920;0.86829;Invalid pos.;Invalid pos.
10.8544970000;57.5049790000;0.21030;1.72274;0.13985;1497.24414;0.94384;0.04016;0.00425
10.8538300000;57.5024130000;0.21030;2.06519;0.16464;1443.70081;0.98405;Invalid pos.;Invalid pos.
10.8531640000;57.4998470000;0.18356;1.85232;0.14371;1390.15747;0.90528;Invalid pos.;Invalid pos.
10.8524970000;57.4972810000;0.22005;1.72274;0.15174;1423.62207;1.02597;Invalid pos.;Invalid pos.
10.8518290000;57.4947150000;0.21030;2.14145;0.15174;1463.77954;1.06968;0.03422;0.00457
10.8511570000;57.4921490000;0.17543;1.54517;0.13985;1430.31494;0.94384;Invalid pos.;Invalid pos.
10.8504860000;57.4895830000;0.18356;2.14145;0.16022;1443.70081;0.83281;Invalid pos.;Invalid pos.
10.8498150000;57.4870180000;0.18356;1.60223;0.13245;1463.77954;0.94384;Invalid pos.;Invalid pos.
10.8491440000;57.4844520000;0.20098;1.54517;0.14767;1457.08667;1.02597;0.03614;0.00369
10.8484730000;57.4818860000;0.19207;1.78636;0.15174;1443.70081;0.98405;0.03510;0.00485
10.8478020000;57.4793210000;0.18356;1.99165;0.13985;1423.62207;0.98405;Invalid pos.;Invalid pos.
10.8471310000;57.4767550000;0.19207;2.38755;0.15174;1396.85046;0.98405;Invalid pos.;Invalid pos.
10.8464600000;57.4741890000;0.20098;2.38755;0.15174;1410.23621;1.06968;Invalid pos.;Invalid pos.
10.8457890000;57.4716230000;0.17543;1.85232;0.13610;1470.47241;1.06968;Invalid pos.;Invalid pos.
10.8451180000;57.4690580000;0.23025;1.78636;0.15174;1477.16541;1.11525;0.04249;0.00408
10.8444470000;57.4664920000;0.20098;1.78636;0.14767;1483.85828;0.90528;Invalid pos.;Invalid pos.
10.8437770000;57.4639260000;0.18356;1.78636;0.13610;1497.24414;0.90528;0.03180;0.00429
10.8431060000;57.4613600000;0.19207;1.66139;0.14371;1470.47241;0.86829;Invalid pos.;Invalid pos.
10.8424350000;57.4587950000;0.19207;1.78636;0.14767;1450.39368;0.90528;Invalid pos.;Invalid pos.
10.8417650000;57.4562290000;0.20098;2.30253;0.16464;1416.92920;0.94384;Invalid pos.;Invalid pos.
10.8410940000;57.4536630000;0.20098;2.30253;0.15174;1416.92920;1.16276;Invalid pos.;Invalid pos.
10.8404230000;57.4510950000;0.20098;1.92072;0.15174;1403.54333;0.90528;Invalid pos.;Invalid pos.
10.8397520000;57.4485300000;0.22005;2.56714;0.16464;1350.00000;1.26394;Invalid pos.;Invalid pos.
10.8390810000;57.4459640000;0.21030;2.22053;0.17384;1350.00000;1.11525;Invalid pos.;Invalid pos.
10.8384100000;57.4433990000;0.21030;1.85232;0.15592;1356.69287;1.06968;Invalid pos.;Invalid pos.
10.8377390000;57.4408340000;0.21030;2.22053;0.16022;1370.07874;1.06968;Invalid pos.;Invalid pos.
10.8370680000;57.4382680000;0.19207;1.72274;0.14371;1416.92920;1.21230;Invalid pos.;Invalid pos.
10.8363970000;57.4357030000;0.21030;1.99165;0.16464;1350.00000;1.02597;Invalid pos.;Invalid pos.
10.8357260000;57.4331370000;0.21030;3.07744;0.16918;1376.77173;1.11525;Invalid pos.;Invalid pos.
10.8350550000;57.4305720000;0.23025;2.30253;0.15174;1370.07874;1.21230;Invalid pos.;Invalid pos.
10.8343840000;57.4280060000;0.19207;2.30253;0.15174;1343.30713;0.94384;Invalid pos.;Invalid pos.
10.8337130000;57.4254410000;0.21030;2.38755;0.17864;1396.85046;1.26394;Invalid pos.;Invalid pos.
10.8330430000;57.4228760000;0.21030;2.47572;0.15592;1370.07874;1.21230;Invalid pos.;Invalid pos.
10.8323720000;57.4203100000;0.22005;2.38755;0.15592;1370.07874;1.11525;Invalid pos.;Invalid pos.
10.8317020000;57.4177450000;0.19207;2.06519;0.14767;1410.23621;1.37393;0.03511;0.00640
10.8310310000;57.4151790000;0.19207;2.38755;0.16918;1363.38586;1.26394;Invalid pos.;Invalid pos.
10.8296900000;57.4100480000;0.20098;2.14145;0.14767;1356.69287;1.31779;Invalid pos.;Invalid pos.
10.8290200000;57.4074830000;0.22005;1.99165;0.16464;1350.00000;1.31779;Invalid pos.;Invalid pos.
10.8283500000;57.4049180000;0.18356;2.38755;0.18356;1376.77173;1.21230;Invalid pos.;Invalid pos.
10.8276790000;57.4023520000;0.18356;1.99165;0.17384;1383.46460;1.21230;Invalid pos.;Invalid pos.
10.8270090000;57.3997870000;0.19207;2.30253;0.15592;1403.54333;1.26394;0.03812;0.00739
10.8263390000;57.3972210000;0.20098;2.22053;0.16464;1376.77173;1.21230;0.03356;0.00677
10.8256680000;57.3946560000;0.23025;1.99165;0.16918;1390.15747;1.43246;Invalid pos.;Invalid pos.
10.8249970000;57.3920880000;0.26379;2.66193;0.17864;1376.77173;1.55711;Invalid pos.;Invalid pos.
10.8243270000;57.3895220000;0.25210;2.30253;0.17864;1363.38586;1.62345;Invalid pos.;Invalid pos.
10.8236560000;57.3869570000;0.21030;2.47572;0.17384;1350.00000;1.37393;Invalid pos.;Invalid pos.
10.8229850000;57.3843910000;0.24093;2.96784;0.17384;1390.15747;1.49349;Invalid pos.;Invalid pos.
10.8223150000;57.3818250000;0.20098;2.22053;0.17384;1363.38586;1.31779;Invalid pos.;Invalid pos.
10.8216450000;57.3792600000;0.20098;2.47572;0.18862;1370.07874;1.31779;Invalid pos.;Invalid pos.
10.8209740000;57.3766940000;0.21030;2.86215;0.18862;1423.62207;1.37393;Invalid pos.;Invalid pos.
10.8203030000;57.3741280000;0.24093;2.96784;0.17864;1410.23621;1.49349;Invalid pos.;Invalid pos.
10.8196330000;57.3715630000;0.25210;3.30891;0.18862;1410.23621;1.62345;Invalid pos.;Invalid pos.
10.8189630000;57.3689970000;0.20098;2.56714;0.17864;1457.08667;1.43246;Invalid pos.;Invalid pos.
10.8182920000;57.3664310000;0.19207;2.38755;0.18356;1443.70081;1.31779;Invalid pos.;Invalid pos.
10.8176220000;57.3638660000;0.25210;2.47572;0.20466;1416.92920;1.55711;Invalid pos.;Invalid pos.
10.8169520000;57.3613000000;0.22005;2.38755;0.16022;1443.70081;1.37393;Invalid pos.;Invalid pos.
10.8162820000;57.3587340000;0.22005;2.66193;0.18862;1410.23621;1.37393;Invalid pos.;Invalid pos.
10.8156110000;57.3561690000;0.18356;1.92072;0.16464;1416.92920;1.11525;Invalid pos.;Invalid pos.
10.8149420000;57.3536030000;0.21030;2.66193;0.19382;1396.85046;1.43246;Invalid pos.;Invalid pos.
10.8142710000;57.3510370000;0.19207;2.66193;0.17384;1416.92920;1.11525;0.04195;0.00719
10.8053930000;57.3517230000;0.16765;2.47572;0.16464;1457.08667;1.16276;Invalid pos.;Invalid pos.
10.8053930000;57.3517230000;0.16765;2.47572;0.16464;1457.08667;1.16276;Invalid pos.;Invalid pos.
10.7965020000;57.3524100000;0.18356;2.56714;0.18356;1437.00793;1.21230;Invalid pos.;Invalid pos.
10.7965020000;57.3524100000;0.18356;2.56714;0.18356;1457.08667;1.21230;Invalid pos.;Invalid pos.
10.7876060000;57.3530960000;0.20098;2.66193;0.18356;1430.31494;1.31779;Invalid pos.;Invalid pos.
10.7876060000;57.3530960000;0.20098;2.66193;0.18356;1383.46460;1.31779;Invalid pos.;Invalid pos.
10.7787040000;57.3537810000;0.16022;1.92072;0.15174;1410.23621;1.06968;0.04198;0.00554
10.7787040000;57.3537810000;0.16022;1.92072;0.15174;1396.85046;1.06968;0.04208;0.00554
10.7697920000;57.3544670000;0.17543;2.96784;0.18356;1363.38586;1.06968;Invalid pos.;Invalid pos.
10.7697920000;57.3544670000;0.17543;2.96784;0.18356;1376.77173;1.06968;Invalid pos.;Invalid pos.
10.7608760000;57.3551530000;0.18356;2.47572;0.17384;1383.46460;1.16276;Invalid pos.;Invalid pos.
10.7608760000;57.3551530000;0.18356;2.47572;0.17384;1383.46460;1.16276;Invalid pos.;Invalid pos.
10.7519520000;57.3558380000;0.23025;3.30891;0.20466;1383.46460;1.26394;Invalid pos.;Invalid pos.
10.7519520000;57.3558380000;0.23025;3.30891;0.20466;1410.23621;1.26394;Invalid pos.;Invalid pos.
10.7430190000;57.3565240000;0.22005;2.96784;0.21030;1410.23621;1.16276;Invalid pos.;Invalid pos.
10.7430190000;57.3565240000;0.22005;2.96784;0.21030;1403.54333;1.16276;Invalid pos.;Invalid pos.
10.7340770000;57.3572090000;0.19207;2.66193;0.17864;1383.46460;1.21230;Invalid pos.;Invalid pos.
10.7340770000;57.3572090000;0.19207;2.66193;0.17864;1343.30713;1.21230;Invalid pos.;Invalid pos.
10.7251320000;57.3578950000;0.16765;2.30253;0.16918;1363.38586;1.21230;Invalid pos.;Invalid pos.
10.7251320000;57.3578950000;0.16765;2.30253;0.16918;1370.07874;1.21230;Invalid pos.;Invalid pos.
10.7161770000;57.3585800000;0.18356;2.66193;0.21030;1350.00000;1.11525;Invalid pos.;Invalid pos.
10.7161770000;57.3585800000;0.18356;2.66193;0.21030;1350.00000;1.11525;Invalid pos.;Invalid pos.
10.7072150000;57.3592650000;0.19207;2.38755;0.16918;1383.46460;1.06968;Invalid pos.;Invalid pos.
10.7072150000;57.3592650000;0.19207;2.38755;0.16918;1390.15747;1.06968;Invalid pos.;Invalid pos.
10.6982460000;57.3599500000;0.16022;2.86215;0.18356;1376.77173;1.16276;Invalid pos.;Invalid pos.
10.6982460000;57.3599500000;0.16022;2.86215;0.18356;1383.46460;1.16276;Invalid pos.;Invalid pos.
10.6892710000;57.3606350000;0.16765;3.19107;0.18356;1383.46460;1.16276;Invalid pos.;Invalid pos.
10.6892710000;57.3606350000;0.16765;3.19107;0.18356;1370.07874;1.16276;Invalid pos.;Invalid pos.
10.6802840000;57.3613200000;0.19207;2.66193;0.17864;1423.62207;0.98405;Invalid pos.;Invalid pos.
10.6802840000;57.3613200000;0.19207;2.66193;0.17864;1470.47241;0.98405;Invalid pos.;Invalid pos.
10.6712910000;57.3620050000;0.17543;2.86215;0.21030;1457.08667;0.86829;Invalid pos.;Invalid pos.
10.6712910000;57.3620050000;0.17543;2.86215;0.21030;1423.62207;0.86829;Invalid pos.;Invalid pos.
10.6622920000;57.3626890000;0.16022;2.56714;0.18862;1410.23621;0.98405;Invalid pos.;Invalid pos.
10.6622920000;57.3626890000;0.16022;2.56714;0.19382;1383.46460;0.98405;Invalid pos.;Invalid pos.
10.6622920000;57.3626890000;0.16022;2.56714;0.19382;1376.77173;0.98405;Invalid pos.;Invalid pos.
10.6532850000;57.3633740000;0.13985;2.30253;0.18862;1356.69287;0.94384;Invalid pos.;Invalid pos.
10.6532850000;57.3633740000;0.13985;2.30253;0.18862;1390.15747;0.94384;Invalid pos.;Invalid pos.
10.6442690000;57.3640580000;0.14634;2.66193;0.18862;1437.00793;0.90528;Invalid pos.;Invalid pos.
10.6442690000;57.3640580000;0.14634;2.66193;0.18862;1450.39368;0.90528;Invalid pos.;Invalid pos.
10.6352480000;57.3647430000;0.15312;3.68917;0.27602;1423.62207;0.90528;Invalid pos.;Invalid pos.
10.6352480000;57.3647430000;0.15312;3.68917;0.27602;1416.92920;0.90528;Invalid pos.;Invalid pos.
10.6262150000;57.3654270000;0.14634;3.30891;0.21030;1410.23621;0.86829;Invalid pos.;Invalid pos.
10.6262150000;57.3654270000;0.14634;3.30891;0.21030;1403.54333;0.86829;Invalid pos.;Invalid pos.
10.6171790000;57.3661110000;0.19207;3.96666;0.32495;1396.85046;0.86829;Invalid pos.;Invalid pos.
10.6171790000;57.3661110000;0.19207;3.96666;0.33390;1416.92920;0.86829;Invalid pos.;Invalid pos.
10.6081340000;57.3667950000;0.16765;5.11283;0.39309;1423.62207;1.02597;Invalid pos.;Invalid pos.
10.6081340000;57.3667950000;0.16765;5.11283;0.40392;1423.62207;1.02597;Invalid pos.;Invalid pos.
10.5990800000;57.3674800000;0.17543;9.82033;0.51594;1470.47241;1.16276;Invalid pos.;Invalid pos.
10.5990800000;57.3674800000;0.17543;9.82033;0.53016;1503.93701;1.16276;Invalid pos.;Invalid pos.
10.5900200000;57.3681630000;0.19207;6.59019;0.43826;1510.62988;1.11525;Invalid pos.;Invalid pos.
10.5900200000;57.3681630000;0.19207;6.59019;0.43826;1510.62988;1.11525;Invalid pos.;Invalid pos.
10.5809530000;57.3688470000;0.20098;5.30163;0.29949;1510.62988;1.21230;Invalid pos.;Invalid pos.
10.5809530000;57.3688470000;0.20098;5.30163;0.29949;1510.62988;1.21230;Invalid pos.;Invalid pos.
10.5718790000;57.3695310000;0.21030;6.35550;0.30774;1510.62988;1.21230;Invalid pos.;Invalid pos.
10.5718790000;57.3695310000;0.21030;6.35550;0.30774;1510.62988;1.21230;Invalid pos.;Invalid pos.
10.5627930000;57.3702150000;0.22005;3.55780;0.22817;1570.86621;1.26394;0.15623;0.02810
10.5627930000;57.3702150000;0.22005;3.55780;0.22817;1570.86621;1.26394;0.15546;0.02805
10.5537050000;57.3708980000;0.22005;3.82540;0.22205;1570.86621;1.21230;0.10170;0.02767
10.5537050000;57.3708980000;0.22005;3.82540;0.22205;1570.86621;1.21230;0.10096;0.02762
10.5446040000;57.3715810000;0.23025;4.11314;0.22817;1557.48035;1.26394;0.24502;0.03420
10.5446040000;57.3715810000;0.23025;4.26502;0.22817;1557.48035;1.26394;0.24451;0.03412
10.5354970000;57.3722650000;0.23025;4.42251;0.23447;1557.48035;1.31779;0.24456;0.03883
10.5354970000;57.3722650000;0.23025;4.42251;0.23447;1557.48035;1.31779;0.24405;0.03874
10.5263820000;57.3729480000;0.24093;4.75516;0.25440;1557.48035;1.55711;0.31254;0.06697
10.5263820000;57.3729480000;0.24093;4.75516;0.25440;1550.78748;1.55711;0.31137;0.06682
10.5172940000;57.3736290000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.5172940000;57.3736290000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.5082950000;57.3743020000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.5082950000;57.3743020000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4995040000;57.3749590000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4995040000;57.3749590000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4908420000;57.3756050000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4908420000;57.3756050000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4819210000;57.3762710000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4819210000;57.3762710000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4725950000;57.3769660000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4725950000;57.3769660000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4632920000;57.3776580000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4632920000;57.3776580000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4539520000;57.3783530000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4539520000;57.3783530000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4448180000;57.3790310000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4448180000;57.3790310000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4448180000;57.3790310000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4354950000;57.3797230000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4354950000;57.3797230000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4263120000;57.3804040000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4263120000;57.3804040000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4172300000;57.3810770000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4172300000;57.3810770000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4081300000;57.3817500000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.4081300000;57.3817500000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3989730000;57.3824270000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3989730000;57.3824270000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3898690000;57.3830990000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3898690000;57.3830990000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3807060000;57.3837750000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3807060000;57.3837750000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3714160000;57.3844590000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3714160000;57.3844590000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3621200000;57.3851440000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3621200000;57.3851440000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3528610000;57.3858250000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3528610000;57.3858250000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3434700000;57.3865140000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3434700000;57.3865140000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3434700000;57.3865140000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3340430000;57.3872060000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3340430000;57.3872060000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3246280000;57.3878960000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3246280000;57.3878960000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3153090000;57.3885790000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3153090000;57.3885790000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3062010000;57.3892450000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.3062010000;57.3892450000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2970260000;57.3899150000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2970260000;57.3899150000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2875510000;57.3906070000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2875510000;57.3906070000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2782970000;57.3912820000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2782970000;57.3912820000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2691440000;57.3919490000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2691440000;57.3919490000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2598900000;57.3926220000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2598900000;57.3926220000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2505090000;57.3933040000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2505090000;57.3933040000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2410920000;57.3939880000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2410920000;57.3939880000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2318670000;57.3946570000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2318670000;57.3946570000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2318670000;57.3946570000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2226910000;57.3953220000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2226910000;57.3953220000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2134270000;57.3959920000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2134270000;57.3959920000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2039410000;57.3966780000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.2039410000;57.3966780000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.1943090000;57.3973740000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.1943090000;57.3973740000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.1847660000;57.3980630000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.1847660000;57.3980630000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
10.1752990000;57.3987450000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
