longitude;latitude;ADG443_NN;CHL_OC4ME;KD490_M07;PAR;TSM_NN;aphy_443;bbp_443
11.1146670000;59.0497230000;60.73857;Invalid pos.;Invalid pos.;1517.32288;196.81039;Invalid pos.;Invalid pos.
11.1241020000;59.0490390000;0.74820;Invalid pos.;Invalid pos.;1477.16541;4.41854;Invalid pos.;Invalid pos.
11.1241020000;59.0490390000;0.74820;Invalid pos.;Invalid pos.;1477.16541;4.60677;Invalid pos.;Invalid pos.
11.1335310000;59.0483560000;4.79847;Invalid pos.;Invalid pos.;1524.01575;4.06483;Invalid pos.;Invalid pos.
11.1335310000;59.0483560000;4.79847;Invalid pos.;Invalid pos.;1524.01575;4.06483;Invalid pos.;Invalid pos.
11.1429470000;59.0476730000;0.13985;4.58582;0.27602;1530.70874;1.83990;Invalid pos.;0.00000
11.1429470000;59.0476730000;0.13985;4.58582;0.27602;1530.70874;1.76472;Invalid pos.;0.00000
11.1527230000;59.0469620000;25.67136;Invalid pos.;Invalid pos.;1530.70874;35.57917;Invalid pos.;Invalid pos.
11.1527230000;59.0469620000;24.53374;Invalid pos.;Invalid pos.;1530.70874;35.57917;Invalid pos.;Invalid pos.
11.1634870000;59.0487940000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1634870000;59.0487940000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1733320000;59.0480770000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1733320000;59.0480770000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1733320000;59.0480770000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1828160000;59.0473860000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1828160000;59.0473860000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1919340000;59.0467210000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1919340000;59.0467210000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2013910000;59.0460300000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2013910000;59.0460300000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2106490000;59.0453530000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2106490000;59.0453530000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2199300000;59.0446740000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2199300000;59.0446740000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2296210000;59.0439640000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2296210000;59.0439640000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2387920000;59.0432920000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2387920000;59.0432920000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2477410000;59.0426350000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2477410000;59.0426350000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2568170000;59.0419680000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2568170000;59.0419680000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2664140000;59.0412620000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2664140000;59.0412620000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2657260000;59.0386970000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2650630000;59.0361300000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2644000000;59.0335640000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2637180000;59.0309980000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2630350000;59.0284330000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2624060000;59.0258610000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2617990000;59.0232900000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2611840000;59.0207200000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2604280000;59.0181590000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2596550000;59.0156000000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2588660000;59.0130430000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2581440000;59.0104800000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2574300000;59.0079170000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2567050000;59.0053540000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2559410000;59.0027950000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2551680000;59.0002360000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2544160000;58.9976760000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2537060000;58.9951120000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2530520000;58.9925440000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2524090000;58.9899760000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2517720000;58.9874070000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2509750000;58.9848500000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2501510000;58.9822950000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2492980000;58.9797420000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2484760000;58.9771870000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2476480000;58.9746320000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2468000000;58.9720780000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2460100000;58.9695210000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2453240000;58.9669530000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2446420000;58.9643880000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2439390000;58.9618240000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2432000000;58.9592620000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2424740000;58.9567000000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2417620000;58.9541370000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2410660000;58.9515720000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2403790000;58.9490070000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2397020000;58.9464410000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2389910000;58.9438780000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2382490000;58.9413170000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2374880000;58.9387570000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2368970000;58.9361850000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2364350000;58.9336030000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2359570000;58.9310220000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2354280000;58.9284450000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2348100000;58.9258750000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2341870000;58.9233050000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2335540000;58.9207360000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2327590000;58.9181790000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2319790000;58.9156210000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2312160000;58.9130610000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2304180000;58.9105040000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2296060000;58.9079460000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2288000000;58.9053900000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2280610000;58.9028290000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2273550000;58.9002660000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2266330000;58.8977030000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2258710000;58.8951440000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2250430000;58.8925900000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2242220000;58.8900350000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2234080000;58.8874790000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2227840000;58.8849100000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2221620000;58.8823400000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2215430000;58.8797700000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2208590000;58.8772050000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2201520000;58.8746420000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2194400000;58.8720790000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2187090000;58.8695180000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2179700000;58.8669570000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2172360000;58.8643950000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2165080000;58.8618340000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2157800000;58.8592720000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2150400000;58.8567110000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2142880000;58.8541510000;55.47464;100.00000;4.18839;1550.78748;223.05043;Invalid pos.;Invalid pos.
11.2135630000;58.8515870000;58.04696;100.00000;4.42251;1550.78748;223.05043;Invalid pos.;Invalid pos.
11.2128500000;58.8490240000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2121550000;58.8464600000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2114670000;58.8438950000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2107700000;58.8413310000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2100640000;58.8387680000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2093580000;58.8362040000;55.47464;Invalid pos.;Invalid pos.;1524.01575;188.76857;Invalid pos.;Invalid pos.
11.2086580000;58.8336410000;60.73857;72.15521;1.80263;1550.78748;223.05043;Invalid pos.;Invalid pos.
11.2079590000;58.8310770000;58.04696;23.44654;0.67719;1550.78748;223.05043;Invalid pos.;Invalid pos.
11.2072930000;58.8285100000;55.47464;Invalid pos.;Invalid pos.;1530.70874;89.08395;Invalid pos.;Invalid pos.
11.2067150000;58.8259380000;14.24109;Invalid pos.;Invalid pos.;1530.70874;10.61118;Invalid pos.;Invalid pos.
11.2061310000;58.8233650000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2055380000;58.8207930000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2047180000;58.8182390000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2038990000;58.8156840000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.2030930000;58.8131280000;58.04696;13.12533;0.45034;1544.09448;232.55272;Invalid pos.;0.00000
11.2023720000;58.8105660000;58.04696;Invalid pos.;Invalid pos.;Invalid pos.;223.05043;Invalid pos.;Invalid pos.
11.2016760000;58.8080020000;58.04696;Invalid pos.;Invalid pos.;Invalid pos.;223.05043;Invalid pos.;Invalid pos.
11.2009790000;58.8054380000;53.01630;23.44654;0.67719;1550.78748;196.81039;Invalid pos.;0.00000
11.2002830000;58.8028740000;50.66691;29.14519;0.91333;1550.78748;196.81039;Invalid pos.;Invalid pos.
11.1995860000;58.8003100000;14.24109;Invalid pos.;Invalid pos.;1524.01575;13.07241;Invalid pos.;Invalid pos.
11.1988900000;58.7977450000;32.20134;Invalid pos.;Invalid pos.;1530.70874;53.99820;Invalid pos.;Invalid pos.
11.1981940000;58.7951810000;0.19207;Invalid pos.;Invalid pos.;1483.85828;0.54873;Invalid pos.;Invalid pos.
11.1974970000;58.7926150000;0.17543;Invalid pos.;Invalid pos.;1483.85828;0.70481;Invalid pos.;Invalid pos.
11.1968010000;58.7900510000;0.20098;Invalid pos.;Invalid pos.;1530.70874;0.52631;Invalid pos.;Invalid pos.
11.1961060000;58.7874880000;12.43049;Invalid pos.;Invalid pos.;1530.70874;1.31779;Invalid pos.;Invalid pos.
11.1955350000;58.7849150000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1949500000;58.7823430000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1943520000;58.7797720000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1936020000;58.7772120000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1928170000;58.7746550000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1920420000;58.7720980000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1912940000;58.7695380000;13.00688;Invalid pos.;Invalid pos.;1517.32288;11.53455;Invalid pos.;Invalid pos.
11.1905720000;58.7669760000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1898580000;58.7644140000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1891610000;58.7618510000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1884960000;58.7592850000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1878360000;58.7567180000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1871780000;58.7541520000;58.04696;12.20715;0.42650;1550.78748;232.55272;Invalid pos.;0.00000
11.1865160000;58.7515860000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1858530000;58.7490200000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1851890000;58.7464540000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1845020000;58.7438900000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1838030000;58.7413260000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1830970000;58.7387630000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1824090000;58.7361990000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1817480000;58.7336310000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1810930000;58.7310640000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1804220000;58.7284980000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1796840000;58.7259370000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1789340000;58.7233770000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1781830000;58.7208170000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1774350000;58.7182570000;58.04696;10.18296;0.41506;1550.78748;223.05043;2.04567;0.41420
11.1766960000;58.7156970000;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.;Invalid pos.
11.1759660000;58.7131350000;0.10655;Invalid pos.;Invalid pos.;1490.55115;0.90528;Invalid pos.;Invalid pos.
11.1752640000;58.7105720000;0.14634;Invalid pos.;Invalid pos.;1483.85828;0.86829;Invalid pos.;Invalid pos.
11.1745700000;58.7080080000;0.18356;Invalid pos.;Invalid pos.;1490.55115;0.67601;Invalid pos.;Invalid pos.
11.1738760000;58.7054440000;0.22005;Invalid pos.;Invalid pos.;1524.01575;0.64839;Invalid pos.;Invalid pos.
11.1731830000;58.7028790000;0.16022;Invalid pos.;Invalid pos.;1490.55115;0.90528;Invalid pos.;Invalid pos.
11.1724890000;58.7003150000;0.10183;Invalid pos.;Invalid pos.;1490.55115;0.98405;Invalid pos.;Invalid pos.
11.1717950000;58.6977510000;0.13365;58.04696;10.00000;1497.24414;1.02597;Invalid pos.;Invalid pos.
11.1711010000;58.6951870000;0.16765;Invalid pos.;Invalid pos.;1510.62988;0.62189;Invalid pos.;Invalid pos.
11.1704070000;58.6926230000;0.21030;100.00000;Invalid pos.;1550.78748;0.21916;Invalid pos.;Invalid pos.
11.1697140000;58.6900590000;0.16022;Invalid pos.;Invalid pos.;1497.24414;1.02597;Invalid pos.;Invalid pos.
11.1690210000;58.6874950000;0.18356;Invalid pos.;Invalid pos.;1490.55115;0.90528;Invalid pos.;Invalid pos.
11.1683270000;58.6849310000;0.19207;Invalid pos.;Invalid pos.;1490.55115;1.06968;Invalid pos.;Invalid pos.
11.1676330000;58.6823670000;0.19207;Invalid pos.;Invalid pos.;1490.55115;0.98405;Invalid pos.;Invalid pos.
11.1669400000;58.6798030000;0.18356;Invalid pos.;2.56714;1544.09448;0.54873;Invalid pos.;Invalid pos.
11.1662470000;58.6772380000;0.19207;Invalid pos.;Invalid pos.;1530.70874;0.64839;Invalid pos.;Invalid pos.
11.1655530000;58.6746720000;0.18356;Invalid pos.;Invalid pos.;1490.55115;0.94384;Invalid pos.;Invalid pos.
11.1648590000;58.6721080000;0.18356;Invalid pos.;Invalid pos.;1490.55115;1.31779;Invalid pos.;Invalid pos.
11.1641660000;58.6695430000;0.19207;Invalid pos.;Invalid pos.;1490.55115;1.37393;Invalid pos.;Invalid pos.
11.1634730000;58.6669790000;0.18356;Invalid pos.;Invalid pos.;1490.55115;1.11525;Invalid pos.;Invalid pos.
11.1627800000;58.6644150000;0.07758;3.55780;0.21030;1557.48035;1.16276;0.06535;0.00850
11.1620870000;58.6618500000;0.06772;3.55780;0.19382;1557.48035;0.90528;0.02748;0.00929
11.1613940000;58.6592860000;0.18356;Invalid pos.;Invalid pos.;1490.55115;1.26394;Invalid pos.;Invalid pos.
11.1607010000;58.6567210000;0.20098;Invalid pos.;Invalid pos.;1503.93701;1.21230;Invalid pos.;Invalid pos.
11.1600080000;58.6541570000;8.64984;Invalid pos.;Invalid pos.;1550.78748;4.41854;Invalid pos.;Invalid pos.
11.1593150000;58.6515930000;0.24093;100.00000;10.00000;1557.48035;0.33261;Invalid pos.;Invalid pos.
11.1586220000;58.6490280000;0.19207;Invalid pos.;Invalid pos.;1457.08667;0.83281;Invalid pos.;Invalid pos.
11.1579290000;58.6464640000;0.21030;60.19044;10.00000;1510.62988;0.98405;Invalid pos.;Invalid pos.
11.1572370000;58.6438990000;0.21030;100.00000;Invalid pos.;1510.62988;0.83281;Invalid pos.;Invalid pos.
11.1565440000;58.6413350000;0.22005;16.91790;4.79847;1517.32288;1.21230;Invalid pos.;Invalid pos.
11.1558510000;58.6387710000;0.21030;Invalid pos.;Invalid pos.;1503.93701;0.73483;Invalid pos.;Invalid pos.
11.1551590000;58.6362060000;0.20098;Invalid pos.;Invalid pos.;1497.24414;1.02597;Invalid pos.;Invalid pos.
11.1544660000;58.6336420000;0.20098;100.00000;Invalid pos.;1503.93701;0.86829;Invalid pos.;Invalid pos.
11.1537740000;58.6310770000;0.20098;100.00000;Invalid pos.;1503.93701;0.86829;Invalid pos.;Invalid pos.
11.1530820000;58.6285130000;0.20098;16.31543;10.00000;1510.62988;0.79878;Invalid pos.;Invalid pos.
11.1523890000;58.6259490000;0.22005;Invalid pos.;Invalid pos.;1503.93701;0.64839;Invalid pos.;Invalid pos.
11.1516970000;58.6233840000;0.17543;100.00000;Invalid pos.;1503.93701;0.86829;Invalid pos.;Invalid pos.
11.1510050000;58.6208200000;0.20098;100.00000;Invalid pos.;1503.93701;0.79878;Invalid pos.;Invalid pos.
11.1503120000;58.6182530000;0.21030;15.73441;Invalid pos.;1510.62988;0.79878;Invalid pos.;Invalid pos.
11.1496180000;58.6156890000;0.17543;Invalid pos.;Invalid pos.;1503.93701;1.16276;Invalid pos.;Invalid pos.
11.1489250000;58.6131250000;0.19207;100.00000;Invalid pos.;1503.93701;1.06968;Invalid pos.;Invalid pos.
11.1482310000;58.6105610000;0.18356;100.00000;10.00000;1483.85828;1.26394;Invalid pos.;Invalid pos.
11.1475370000;58.6079960000;0.20098;Invalid pos.;Invalid pos.;1443.70081;1.26394;Invalid pos.;Invalid pos.
11.1468430000;58.6054320000;0.20098;100.00000;10.00000;1416.92920;1.21230;Invalid pos.;Invalid pos.
11.1461490000;58.6028680000;0.23025;21.80633;2.30253;1403.54333;1.26394;Invalid pos.;Invalid pos.
11.1454550000;58.6003040000;0.20098;80.44736;10.00000;1383.46460;0.98405;Invalid pos.;Invalid pos.
11.1447620000;58.5977400000;0.22005;28.10728;2.78536;1396.85046;1.06968;Invalid pos.;Invalid pos.
11.1440680000;58.5951760000;0.23025;30.22143;10.00000;1437.00793;1.06968;Invalid pos.;Invalid pos.
11.1433740000;58.5926120000;0.21030;17.54262;2.63791;1503.93701;1.11525;Invalid pos.;Invalid pos.
11.1426810000;58.5900470000;0.20098;14.63371;5.80470;1497.24414;1.21230;Invalid pos.;Invalid pos.
11.1419880000;58.5874830000;0.19207;38.95392;7.82890;1490.55115;1.37393;Invalid pos.;Invalid pos.
