longitude;latitude;ADG443_NN;CHL_NN;CHL_OC4ME;IWV;KD490_M07;PAR;T865;TSM_NN;aphy_443;bbp_443
9.6496320000;57.9978970000;0.16022;1.54517;0.89692;9.90000;0.09557;1443.70081;0.03780;0.83281;0.03254;0.00312
9.6394790000;57.9985610000;0.12773;1.43708;0.89692;10.20000;0.09557;1457.08667;0.03150;0.90528;0.03614;0.00336
9.6394790000;57.9985610000;0.12773;1.43708;0.89692;10.20000;0.09557;1450.39368;0.03150;0.90528;0.03614;0.00336
9.6293110000;57.9992240000;0.14634;1.33655;0.89692;9.60000;0.09557;1463.77954;0.03780;0.86829;0.04308;0.00391
9.6293110000;57.9992240000;0.14634;1.33655;0.89692;9.30000;0.09557;1483.85828;0.03780;0.86829;0.04307;0.00390
9.6191400000;57.9998880000;0.15312;1.49014;0.96439;9.60000;0.09820;1490.55115;0.03150;0.83281;0.04390;0.00391
9.6191400000;57.9998880000;0.15312;1.49014;0.96439;9.90000;0.09820;1483.85828;0.03150;0.83281;0.04395;0.00391
9.6089540000;58.0005510000;0.13985;1.24305;0.80447;9.90000;0.09051;1483.85828;0.03780;0.86829;0.03713;0.00380
9.6089540000;58.0005510000;0.13985;1.24305;0.80447;9.90000;0.09051;1477.16541;0.03780;0.86829;0.03715;0.00380
9.6089540000;58.0005510000;0.13985;1.24305;0.80447;10.20000;0.09051;1463.77954;0.03780;0.86829;0.03719;0.00380
9.5987630000;58.0012140000;0.15312;1.33655;1.15609;9.90000;0.10949;1457.08667;0.03780;0.76614;0.04985;0.00384
9.5987630000;58.0012140000;0.15312;1.33655;1.15609;9.90000;0.10949;1463.77954;0.03780;0.76614;0.04988;0.00384
9.5885590000;58.0018770000;0.13985;1.54517;1.00000;9.30000;0.10091;1503.93701;0.03780;0.79878;0.04014;0.00301
9.5885590000;58.0018770000;0.13985;1.54517;1.00000;9.00000;0.10091;1510.62988;0.03780;0.79878;0.04016;0.00301
9.5783490000;58.0025390000;0.12773;1.49014;0.80447;9.00000;0.08808;1503.93701;0.03780;0.76614;0.03425;0.00287
9.5783490000;58.0025390000;0.12773;1.49014;0.80447;9.00000;0.09051;1510.62988;0.03780;0.76614;0.03426;0.00287
9.5681240000;58.0032020000;0.10183;1.15609;1.07522;8.70000;0.10369;1524.01575;0.03150;0.98405;0.04851;0.00430
9.5681240000;58.0032020000;0.10183;1.15609;1.07522;9.00000;0.10369;1517.32288;0.03150;0.98405;0.04852;0.00430
9.5681240000;58.0032020000;0.10655;1.15609;1.07522;9.30000;0.10369;1503.93701;0.03150;0.98405;0.04854;0.00430
9.5578960000;58.0038640000;0.15312;1.24305;1.07522;9.30000;0.10369;1477.16541;0.04409;0.70481;0.05314;0.00385
9.5578960000;58.0038640000;0.15312;1.28895;1.07522;9.60000;0.10369;1470.47241;0.04409;0.70481;0.05317;0.00385
9.5476560000;58.0045250000;0.16765;1.85232;0.93004;9.60000;0.09820;1490.55115;0.03150;1.02597;0.03983;0.00389
9.5476560000;58.0045250000;0.16765;1.85232;0.93004;9.60000;0.09820;1490.55115;0.03150;1.02597;0.03984;0.00389
9.5374070000;58.0051870000;0.13365;1.66139;1.00000;9.60000;0.10091;1463.77954;0.03780;0.90528;0.04349;0.00325
9.5374070000;58.0051870000;0.13365;1.66139;1.00000;9.60000;0.10091;1463.77954;0.03780;0.90528;0.04352;0.00325
9.5271510000;58.0058480000;0.11666;1.28895;1.07522;9.90000;0.10369;1477.16541;0.03150;1.02597;0.04877;0.00392
9.5271510000;58.0058480000;0.11666;1.28895;1.07522;10.20000;0.10369;1450.39368;0.03150;1.02597;0.04881;0.00392
9.5271510000;58.0058480000;0.11666;1.33655;1.07522;10.80000;0.10369;1423.62207;0.03150;1.02597;0.04884;0.00392
9.5168810000;58.0065090000;0.13985;1.49014;0.93004;10.80000;0.09557;1430.31494;0.03150;0.86829;0.04385;0.00395
9.5168810000;58.0065090000;0.13985;1.49014;0.93004;10.80000;0.09557;1430.31494;0.03150;0.86829;0.04390;0.00395
9.5066040000;58.0071700000;0.14634;1.54517;0.93004;10.50000;0.09557;1430.31494;0.03150;0.86829;0.03237;0.00325
9.5066040000;58.0071700000;0.14634;1.54517;0.93004;9.90000;0.09557;1457.08667;0.03150;0.86829;0.03237;0.00325
9.4963190000;58.0078310000;0.13985;1.60223;1.03693;9.30000;0.10369;1477.16541;0.03780;0.76614;0.04341;0.00318
9.4963190000;58.0078310000;0.13985;1.60223;1.03693;9.00000;0.10369;1497.24414;0.03780;0.76614;0.04347;0.00318
9.4860210000;58.0084910000;0.12207;0.83418;0.89692;8.40000;0.09300;1503.93701;0.03780;0.59648;0.03619;0.00317
9.4860210000;58.0084910000;0.12207;0.83418;0.89692;8.40000;0.09557;1503.93701;0.03780;0.59648;0.03620;0.00317
9.4860210000;58.0084910000;0.12207;0.83418;0.89692;8.70000;0.09557;1503.93701;0.03780;0.59648;0.03623;0.00317
9.4757190000;58.0091510000;0.14634;1.33655;1.00000;9.00000;0.10091;1497.24414;0.03150;0.67601;0.05155;0.00352
9.4757190000;58.0091510000;0.14634;1.38590;1.00000;9.30000;0.10091;1470.47241;0.03150;0.67601;0.05158;0.00352
9.4654030000;58.0098110000;0.13985;1.19878;1.07522;9.60000;0.10369;1477.16541;0.03780;0.64839;0.04184;0.00318
9.4654030000;58.0098110000;0.13985;1.19878;1.07522;9.30000;0.10369;1483.85828;0.03780;0.64839;0.04187;0.00318
9.4550780000;58.0104710000;0.13985;1.19878;0.96439;9.00000;0.09820;1510.62988;0.03780;0.70481;0.03410;0.00304
9.4550780000;58.0104710000;0.13985;1.19878;0.96439;8.40000;0.09820;1510.62988;0.03780;0.70481;0.03412;0.00304
9.4447450000;58.0111300000;0.12207;0.93004;0.80447;8.10000;0.08808;1503.93701;0.03780;0.70481;0.03201;0.00343
9.4447450000;58.0111300000;0.12207;0.93004;0.80447;8.40000;0.08808;1503.93701;0.03780;0.70481;0.03201;0.00343
9.4447450000;58.0111300000;0.12207;0.93004;0.80447;8.40000;0.08808;1503.93701;0.03780;0.70481;0.03201;0.00343
9.4344020000;58.0117890000;0.12207;1.28895;0.86498;8.70000;0.09300;1524.01575;0.03150;0.76614;0.03855;0.00367
